"","n","lambda","z_test","beta_T","rand_type","model_name","feature","val","test_type","allocation_method"
"1235","100","0.01","1","1","post_match_strat_kk_lin","NL","std_err_beta_T",0.505084280966567,"Linear","SPM"
"1236","100","0.01","1","1","post_match_strat_kk_lin","NL","power",0.448,"Linear","SPM"
"1237","100","0.01","1","1","post_match_strat_kk_lin","NL","pct_trt_diff",0.00769500000000001,"Linear","SPM"
"1238","100","0.01","1","1","post_match_strat_kk_lin","NL","res_end_prop_avg",NA,"Linear","SPM"
"1239","100","0.01","1","1","post_match_strat_kk_lin","NL","ssqr_over_sum",NA,"Linear","SPM"
"1240","100","0.01","1","1","post_match_strat_kk_lin","NL","ssqr_eq_ssqd_pval",NA,"Linear","SPM"
"1241","100","0.01","1","1","post_match_strat_kk_lin","NL","match_corr",NA,"Linear","SPM"
"1242","100","0.01","1","1","post_match_strat_kk_lin","NL","corr_eq_zero_pval",NA,"Linear","SPM"
"1243","100","0.01","1","1","post_match_strat_kk_lin","NL","pct_only_matches",NA,"Linear","SPM"
"1244","100","0.01","1","1","post_match_strat_kk_lin","NL","pct_only_reservoir",NA,"Linear","SPM"
"1245","100","0.01","1","1","post_match_strat_kk_lin","NL","true_var_prop_diff",NA,"Linear","SPM"
"1246","100","0.01","1","1","ps_min_exact","NL","avg_max_std_diff_bal",0.375701296102805,"Exact","M"
"1247","100","0.01","1","1","ps_min_exact","NL","avg_max_ks_stat",0.118406042416967,"Exact","M"
"1248","100","0.01","1","1","ps_min_exact","NL","avg_beta_T",NA,"Exact","M"
"1249","100","0.01","1","1","ps_min_exact","NL","avg_abs_bias",NA,"Exact","M"
"1250","100","0.01","1","1","ps_min_exact","NL","std_err_beta_T",NA,"Exact","M"
"1251","100","0.01","1","1","ps_min_exact","NL","power",0.339,"Exact","M"
"1252","100","0.01","1","1","ps_min_exact","NL","pct_trt_diff",0.00295,"Exact","M"
"1253","100","0.01","1","1","ps_min_exact","NL","res_end_prop_avg",NA,"Exact","M"
"1254","100","0.01","1","1","ps_min_exact","NL","ssqr_over_sum",NA,"Exact","M"
"1255","100","0.01","1","1","ps_min_exact","NL","ssqr_eq_ssqd_pval",NA,"Exact","M"
"1256","100","0.01","1","1","ps_min_exact","NL","match_corr",NA,"Exact","M"
"1257","100","0.01","1","1","ps_min_exact","NL","corr_eq_zero_pval",NA,"Exact","M"
"1258","100","0.01","1","1","ps_min_exact","NL","pct_only_matches",NA,"Exact","M"
"1259","100","0.01","1","1","ps_min_exact","NL","pct_only_reservoir",NA,"Exact","M"
"1260","100","0.01","1","1","ps_min_exact","NL","true_var_prop_diff",NA,"Exact","M"
"1261","100","0.01","1","1","ps_min_lin","NL","avg_max_std_diff_bal",0.367889137268253,"Linear","M"
"1262","100","0.01","1","1","ps_min_lin","NL","avg_max_ks_stat",0.118583436220642,"Linear","M"
"1263","100","0.01","1","1","ps_min_lin","NL","avg_beta_T",1.01887243970006,"Linear","M"
"1264","100","0.01","1","1","ps_min_lin","NL","avg_abs_bias",0.42368373954334,"Linear","M"
"1265","100","0.01","1","1","ps_min_lin","NL","std_err_beta_T",0.533749874049906,"Linear","M"
"1266","100","0.01","1","1","ps_min_lin","NL","power",0.442,"Linear","M"
"1267","100","0.01","1","1","ps_min_lin","NL","pct_trt_diff",0.003005,"Linear","M"
"1268","100","0.01","1","1","ps_min_lin","NL","res_end_prop_avg",NA,"Linear","M"
"1269","100","0.01","1","1","ps_min_lin","NL","ssqr_over_sum",NA,"Linear","M"
"1270","100","0.01","1","1","ps_min_lin","NL","ssqr_eq_ssqd_pval",NA,"Linear","M"
"1271","100","0.01","1","1","ps_min_lin","NL","match_corr",NA,"Linear","M"
"1272","100","0.01","1","1","ps_min_lin","NL","corr_eq_zero_pval",NA,"Linear","M"
"1273","100","0.01","1","1","ps_min_lin","NL","pct_only_matches",NA,"Linear","M"
"1274","100","0.01","1","1","ps_min_lin","NL","pct_only_reservoir",NA,"Linear","M"
"1275","100","0.01","1","1","ps_min_lin","NL","true_var_prop_diff",NA,"Linear","M"
"1276","100","0.01","1","1","ps_min_ttest","NL","avg_max_std_diff_bal",0.381654286095792,"Classic","M"
"1277","100","0.01","1","1","ps_min_ttest","NL","avg_max_ks_stat",0.118990332132853,"Classic","M"
"1278","100","0.01","1","1","ps_min_ttest","NL","avg_beta_T",0.989305752362399,"Classic","M"
"1279","100","0.01","1","1","ps_min_ttest","NL","avg_abs_bias",0.440790349578165,"Classic","M"
"1280","100","0.01","1","1","ps_min_ttest","NL","std_err_beta_T",0.560637862446434,"Classic","M"
"1281","100","0.01","1","1","ps_min_ttest","NL","power",0.32,"Classic","M"
"1282","100","0.01","1","1","ps_min_ttest","NL","pct_trt_diff",0.002995,"Classic","M"
"1283","100","0.01","1","1","ps_min_ttest","NL","res_end_prop_avg",NA,"Classic","M"
"1284","100","0.01","1","1","ps_min_ttest","NL","ssqr_over_sum",NA,"Classic","M"
"1285","100","0.01","1","1","ps_min_ttest","NL","ssqr_eq_ssqd_pval",NA,"Classic","M"
"1286","100","0.01","1","1","ps_min_ttest","NL","match_corr",NA,"Classic","M"
"1287","100","0.01","1","1","ps_min_ttest","NL","corr_eq_zero_pval",NA,"Classic","M"
"1288","100","0.01","1","1","ps_min_ttest","NL","pct_only_matches",NA,"Classic","M"
"1289","100","0.01","1","1","ps_min_ttest","NL","pct_only_reservoir",NA,"Classic","M"
"1290","100","0.01","1","1","ps_min_ttest","NL","true_var_prop_diff",NA,"Classic","M"
"1291","100","0.01","1","1","seq_match_kk","NL","avg_max_std_diff_bal",0.68387831274957,"Classic","SM"
"1292","100","0.01","1","1","seq_match_kk","NL","avg_max_ks_stat",0.13554637896081,"Classic","SM"
"1293","100","0.01","1","1","seq_match_kk","NL","avg_beta_T",0.981199795094986,"Classic","SM"
"1294","100","0.01","1","1","seq_match_kk","NL","avg_abs_bias",0.357567682430878,"Classic","SM"
"1295","100","0.01","1","1","seq_match_kk","NL","std_err_beta_T",0.445455978223879,"Classic","SM"
"1296","100","0.01","1","1","seq_match_kk","NL","power",0.6005,"Classic","SM"
"1297","100","0.01","1","1","seq_match_kk","NL","pct_trt_diff",0.02887,"Classic","SM"
"1298","100","0.01","1","1","seq_match_kk","NL","res_end_prop_avg",NA,"Classic","SM"
"1299","100","0.01","1","1","seq_match_kk","NL","ssqr_over_sum",NA,"Classic","SM"
"1300","100","0.01","1","1","seq_match_kk","NL","ssqr_eq_ssqd_pval",NA,"Classic","SM"
"1301","100","0.01","1","1","seq_match_kk","NL","match_corr",NA,"Classic","SM"
"1302","100","0.01","1","1","seq_match_kk","NL","corr_eq_zero_pval",NA,"Classic","SM"
"1303","100","0.01","1","1","seq_match_kk","NL","pct_only_matches",NA,"Classic","SM"
"1304","100","0.01","1","1","seq_match_kk","NL","pct_only_reservoir",NA,"Classic","SM"
"1305","100","0.01","1","1","seq_match_kk","NL","true_var_prop_diff",NA,"Classic","SM"
"1306","100","0.01","1","1","seq_match_kk_exact","NL","avg_max_std_diff_bal",0.684509871134065,"Exact","SM"
"1307","100","0.01","1","1","seq_match_kk_exact","NL","avg_max_ks_stat",0.135279217549305,"Exact","SM"
"1308","100","0.01","1","1","seq_match_kk_exact","NL","avg_beta_T",NA,"Exact","SM"
"1309","100","0.01","1","1","seq_match_kk_exact","NL","avg_abs_bias",NA,"Exact","SM"
"1310","100","0.01","1","1","seq_match_kk_exact","NL","std_err_beta_T",NA,"Exact","SM"
"1311","100","0.01","1","1","seq_match_kk_exact","NL","power",0.5895,"Exact","SM"
"1312","100","0.01","1","1","seq_match_kk_exact","NL","pct_trt_diff",0.02857,"Exact","SM"
"1313","100","0.01","1","1","seq_match_kk_exact","NL","res_end_prop_avg",NA,"Exact","SM"
"1314","100","0.01","1","1","seq_match_kk_exact","NL","ssqr_over_sum",NA,"Exact","SM"
"1315","100","0.01","1","1","seq_match_kk_exact","NL","ssqr_eq_ssqd_pval",NA,"Exact","SM"
"1316","100","0.01","1","1","seq_match_kk_exact","NL","match_corr",NA,"Exact","SM"
"1317","100","0.01","1","1","seq_match_kk_exact","NL","corr_eq_zero_pval",NA,"Exact","SM"
"1318","100","0.01","1","1","seq_match_kk_exact","NL","pct_only_matches",NA,"Exact","SM"
"1319","100","0.01","1","1","seq_match_kk_exact","NL","pct_only_reservoir",NA,"Exact","SM"
"1320","100","0.01","1","1","seq_match_kk_exact","NL","true_var_prop_diff",NA,"Exact","SM"
"1321","100","0.01","1","1","seq_match_kk_lin","NL","avg_max_std_diff_bal",0.679249175909437,"Linear","SM"
"1322","100","0.01","1","1","seq_match_kk_lin","NL","avg_max_ks_stat",0.134799826489059,"Linear","SM"
"1323","100","0.01","1","1","seq_match_kk_lin","NL","avg_beta_T",0.998678127596634,"Linear","SM"
"1324","100","0.01","1","1","seq_match_kk_lin","NL","avg_abs_bias",0.351968509809997,"Linear","SM"
"1325","100","0.01","1","1","seq_match_kk_lin","NL","std_err_beta_T",0.440890326590375,"Linear","SM"
"1326","100","0.01","1","1","seq_match_kk_lin","NL","power",0.613,"Linear","SM"
"1327","100","0.01","1","1","seq_match_kk_lin","NL","pct_trt_diff",0.028075,"Linear","SM"
"1328","100","0.01","1","1","seq_match_kk_lin","NL","res_end_prop_avg",NA,"Linear","SM"
"1329","100","0.01","1","1","seq_match_kk_lin","NL","ssqr_over_sum",NA,"Linear","SM"
"1330","100","0.01","1","1","seq_match_kk_lin","NL","ssqr_eq_ssqd_pval",NA,"Linear","SM"
"1331","100","0.01","1","1","seq_match_kk_lin","NL","match_corr",NA,"Linear","SM"
"1332","100","0.01","1","1","seq_match_kk_lin","NL","corr_eq_zero_pval",NA,"Linear","SM"
"1333","100","0.01","1","1","seq_match_kk_lin","NL","pct_only_matches",NA,"Linear","SM"
"1334","100","0.01","1","1","seq_match_kk_lin","NL","pct_only_reservoir",NA,"Linear","SM"
"1335","100","0.01","1","1","seq_match_kk_lin","NL","true_var_prop_diff",NA,"Linear","SM"
"1336","100","0.01","1","1","strat_exact","NL","avg_max_std_diff_bal",0.378647093158844,"Exact","S"
"1337","100","0.01","1","1","strat_exact","NL","avg_max_ks_stat",0.120536227406134,"Exact","S"
"1338","100","0.01","1","1","strat_exact","NL","avg_beta_T",NA,"Exact","S"
"1339","100","0.01","1","1","strat_exact","NL","avg_abs_bias",NA,"Exact","S"
"1340","100","0.01","1","1","strat_exact","NL","std_err_beta_T",NA,"Exact","S"
"1341","100","0.01","1","1","strat_exact","NL","power",0.3335,"Exact","S"
"1342","100","0.01","1","1","strat_exact","NL","pct_trt_diff",0.00780000000000001,"Exact","S"
"1343","100","0.01","1","1","strat_exact","NL","res_end_prop_avg",NA,"Exact","S"
"1344","100","0.01","1","1","strat_exact","NL","ssqr_over_sum",NA,"Exact","S"
"1345","100","0.01","1","1","strat_exact","NL","ssqr_eq_ssqd_pval",NA,"Exact","S"
"1346","100","0.01","1","1","strat_exact","NL","match_corr",NA,"Exact","S"
"1347","100","0.01","1","1","strat_exact","NL","corr_eq_zero_pval",NA,"Exact","S"
"1348","100","0.01","1","1","strat_exact","NL","pct_only_matches",NA,"Exact","S"
"1349","100","0.01","1","1","strat_exact","NL","pct_only_reservoir",NA,"Exact","S"
"1350","100","0.01","1","1","strat_exact","NL","true_var_prop_diff",NA,"Exact","S"
"1351","100","0.01","1","1","strat_lin","NL","avg_max_std_diff_bal",0.387051374998118,"Linear","S"
"1352","100","0.01","1","1","strat_lin","NL","avg_max_ks_stat",0.120398592947112,"Linear","S"
"1353","100","0.01","1","1","strat_lin","NL","avg_beta_T",0.992098673555084,"Linear","S"
"1354","100","0.01","1","1","strat_lin","NL","avg_abs_bias",0.408735261725549,"Linear","S"
"1355","100","0.01","1","1","strat_lin","NL","std_err_beta_T",0.510576906921186,"Linear","S"
"1356","100","0.01","1","1","strat_lin","NL","power",0.416,"Linear","S"
"1357","100","0.01","1","1","strat_lin","NL","pct_trt_diff",0.00801000000000001,"Linear","S"
"1358","100","0.01","1","1","strat_lin","NL","res_end_prop_avg",NA,"Linear","S"
"1359","100","0.01","1","1","strat_lin","NL","ssqr_over_sum",NA,"Linear","S"
"1360","100","0.01","1","1","strat_lin","NL","ssqr_eq_ssqd_pval",NA,"Linear","S"
"1361","100","0.01","1","1","strat_lin","NL","match_corr",NA,"Linear","S"
"1362","100","0.01","1","1","strat_lin","NL","corr_eq_zero_pval",NA,"Linear","S"
"1363","100","0.01","1","1","strat_lin","NL","pct_only_matches",NA,"Linear","S"
"1364","100","0.01","1","1","strat_lin","NL","pct_only_reservoir",NA,"Linear","S"
"1365","100","0.01","1","1","strat_lin","NL","true_var_prop_diff",NA,"Linear","S"
"1366","100","0.01","1","1","strat_ttest","NL","avg_max_std_diff_bal",0.394875785565023,"Classic","S"
"1367","100","0.01","1","1","strat_ttest","NL","avg_max_ks_stat",0.121283489871171,"Classic","S"
"1368","100","0.01","1","1","strat_ttest","NL","avg_beta_T",1.00417029914781,"Classic","S"
"1369","100","0.01","1","1","strat_ttest","NL","avg_abs_bias",0.427211000728401,"Classic","S"
"1370","100","0.01","1","1","strat_ttest","NL","std_err_beta_T",0.533030589781992,"Classic","S"
"1371","100","0.01","1","1","strat_ttest","NL","power",0.3405,"Classic","S"
"1372","100","0.01","1","1","strat_ttest","NL","pct_trt_diff",0.00789000000000001,"Classic","S"
"1373","100","0.01","1","1","strat_ttest","NL","res_end_prop_avg",NA,"Classic","S"
"1374","100","0.01","1","1","strat_ttest","NL","ssqr_over_sum",NA,"Classic","S"
"1375","100","0.01","1","1","strat_ttest","NL","ssqr_eq_ssqd_pval",NA,"Classic","S"
"1376","100","0.01","1","1","strat_ttest","NL","match_corr",NA,"Classic","S"
"1377","100","0.01","1","1","strat_ttest","NL","corr_eq_zero_pval",NA,"Classic","S"
"1378","100","0.01","1","1","strat_ttest","NL","pct_only_matches",NA,"Classic","S"
"1379","100","0.01","1","1","strat_ttest","NL","pct_only_reservoir",NA,"Classic","S"
"1380","100","0.01","1","1","strat_ttest","NL","true_var_prop_diff",NA,"Classic","S"
"1381","100","0.01","0","0","seq_match_kk","LI","avg_max_std_diff_bal",0.671826595107489,"Classic","SM"
"1382","100","0.01","0","0","seq_match_kk","LI","avg_max_ks_stat",0.134136952550394,"Classic","SM"
"1383","100","0.01","0","0","seq_match_kk","LI","avg_beta_T",-0.0240991081832381,"Classic","SM"
"1384","100","0.01","0","0","seq_match_kk","LI","avg_abs_bias",0.368759082094162,"Classic","SM"
"1385","100","0.01","0","0","seq_match_kk","LI","std_err_beta_T",0.466312534331392,"Classic","SM"
"1386","100","0.01","0","0","seq_match_kk","LI","power",0.048,"Classic","SM"
"1387","100","0.01","0","0","seq_match_kk","LI","pct_trt_diff",0.029845,"Classic","SM"
"1388","100","0.01","0","0","seq_match_kk","LI","res_end_prop_avg",NA,"Classic","SM"
"1389","100","0.01","0","0","seq_match_kk","LI","ssqr_over_sum",NA,"Classic","SM"
"1390","100","0.01","0","0","seq_match_kk","LI","ssqr_eq_ssqd_pval",NA,"Classic","SM"
"1391","100","0.01","0","0","seq_match_kk","LI","match_corr",NA,"Classic","SM"
"1392","100","0.01","0","0","seq_match_kk","LI","corr_eq_zero_pval",NA,"Classic","SM"
"1393","100","0.01","0","0","seq_match_kk","LI","pct_only_matches",NA,"Classic","SM"
"1394","100","0.01","0","0","seq_match_kk","LI","pct_only_reservoir",NA,"Classic","SM"
"1395","100","0.01","0","0","seq_match_kk","LI","true_var_prop_diff",NA,"Classic","SM"
"1396","100","0.01","0","0","seq_match_kk_lin","LI","avg_max_std_diff_bal",0.68710232998774,"Linear","SM"
"1397","100","0.01","0","0","seq_match_kk_lin","LI","avg_max_ks_stat",0.134384369467153,"Linear","SM"
"1398","100","0.01","0","0","seq_match_kk_lin","LI","avg_beta_T",0.0132763242745803,"Linear","SM"
"1399","100","0.01","0","0","seq_match_kk_lin","LI","avg_abs_bias",0.292850400748296,"Linear","SM"
"1400","100","0.01","0","0","seq_match_kk_lin","LI","std_err_beta_T",0.366357862988377,"Linear","SM"
"1401","100","0.01","0","0","seq_match_kk_lin","LI","power",0.051,"Linear","SM"
"1402","100","0.01","0","0","seq_match_kk_lin","LI","pct_trt_diff",0.02832,"Linear","SM"
"1403","100","0.01","0","0","seq_match_kk_lin","LI","res_end_prop_avg",NA,"Linear","SM"
"1404","100","0.01","0","0","seq_match_kk_lin","LI","ssqr_over_sum",NA,"Linear","SM"
"1405","100","0.01","0","0","seq_match_kk_lin","LI","ssqr_eq_ssqd_pval",NA,"Linear","SM"
"1406","100","0.01","0","0","seq_match_kk_lin","LI","match_corr",NA,"Linear","SM"
"1407","100","0.01","0","0","seq_match_kk_lin","LI","corr_eq_zero_pval",NA,"Linear","SM"
"1408","100","0.01","0","0","seq_match_kk_lin","LI","pct_only_matches",NA,"Linear","SM"
"1409","100","0.01","0","0","seq_match_kk_lin","LI","pct_only_reservoir",NA,"Linear","SM"
"1410","100","0.01","0","0","seq_match_kk_lin","LI","true_var_prop_diff",NA,"Linear","SM"
"1411","100","0.01","1","0","crd_exact","LI","avg_max_std_diff_bal",0.810327427667682,"Exact","C"
"1412","100","0.01","1","0","crd_exact","LI","avg_max_ks_stat",0.166877149371251,"Exact","C"
"1413","100","0.01","1","0","crd_exact","LI","avg_beta_T",NA,"Exact","C"
"1414","100","0.01","1","0","crd_exact","LI","avg_abs_bias",NA,"Exact","C"
"1415","100","0.01","1","0","crd_exact","LI","std_err_beta_T",NA,"Exact","C"
"1416","100","0.01","1","0","crd_exact","LI","power",0.0535,"Exact","C"
"1417","100","0.01","1","0","crd_exact","LI","pct_trt_diff",0.039555,"Exact","C"
"1418","100","0.01","1","0","crd_exact","LI","res_end_prop_avg",NA,"Exact","C"
"1419","100","0.01","1","0","crd_exact","LI","ssqr_over_sum",NA,"Exact","C"
"1420","100","0.01","1","0","crd_exact","LI","ssqr_eq_ssqd_pval",NA,"Exact","C"
"1421","100","0.01","1","0","crd_exact","LI","match_corr",NA,"Exact","C"
"1422","100","0.01","1","0","crd_exact","LI","corr_eq_zero_pval",NA,"Exact","C"
"1423","100","0.01","1","0","crd_exact","LI","pct_only_matches",NA,"Exact","C"
"1424","100","0.01","1","0","crd_exact","LI","pct_only_reservoir",NA,"Exact","C"
"1425","100","0.01","1","0","crd_exact","LI","true_var_prop_diff",NA,"Exact","C"
"1426","100","0.01","1","0","crd_lin","LI","avg_max_std_diff_bal",0.793588226296873,"Linear","C"
"1427","100","0.01","1","0","crd_lin","LI","avg_max_ks_stat",0.166833314842134,"Linear","C"
"1428","100","0.01","1","0","crd_lin","LI","avg_beta_T",-0.00152484956746937,"Linear","C"
"1429","100","0.01","1","0","crd_lin","LI","avg_abs_bias",0.284810419102602,"Linear","C"
"1430","100","0.01","1","0","crd_lin","LI","std_err_beta_T",0.355942747620478,"Linear","C"
"1431","100","0.01","1","0","crd_lin","LI","power",0.053,"Linear","C"
"1432","100","0.01","1","0","crd_lin","LI","pct_trt_diff",0.04128,"Linear","C"
"1433","100","0.01","1","0","crd_lin","LI","res_end_prop_avg",NA,"Linear","C"
"1434","100","0.01","1","0","crd_lin","LI","ssqr_over_sum",NA,"Linear","C"
"1435","100","0.01","1","0","crd_lin","LI","ssqr_eq_ssqd_pval",NA,"Linear","C"
"1436","100","0.01","1","0","crd_lin","LI","match_corr",NA,"Linear","C"
"1437","100","0.01","1","0","crd_lin","LI","corr_eq_zero_pval",NA,"Linear","C"
"1438","100","0.01","1","0","crd_lin","LI","pct_only_matches",NA,"Linear","C"
"1439","100","0.01","1","0","crd_lin","LI","pct_only_reservoir",NA,"Linear","C"
"1440","100","0.01","1","0","crd_lin","LI","true_var_prop_diff",NA,"Linear","C"
"1441","100","0.01","1","0","crd_ttest","LI","avg_max_std_diff_bal",0.796073662605075,"Classic","C"
"1442","100","0.01","1","0","crd_ttest","LI","avg_max_ks_stat",0.166263980809972,"Classic","C"
"1443","100","0.01","1","0","crd_ttest","LI","avg_beta_T",0.0199774248140141,"Classic","C"
"1444","100","0.01","1","0","crd_ttest","LI","avg_abs_bias",0.506137125757325,"Classic","C"
"1445","100","0.01","1","0","crd_ttest","LI","std_err_beta_T",0.640026044795201,"Classic","C"
"1446","100","0.01","1","0","crd_ttest","LI","power",0.0425,"Classic","C"
"1447","100","0.01","1","0","crd_ttest","LI","pct_trt_diff",0.04003,"Classic","C"
"1448","100","0.01","1","0","crd_ttest","LI","res_end_prop_avg",NA,"Classic","C"
"1449","100","0.01","1","0","crd_ttest","LI","ssqr_over_sum",NA,"Classic","C"
"1450","100","0.01","1","0","crd_ttest","LI","ssqr_eq_ssqd_pval",NA,"Classic","C"
"1451","100","0.01","1","0","crd_ttest","LI","match_corr",NA,"Classic","C"
"1452","100","0.01","1","0","crd_ttest","LI","corr_eq_zero_pval",NA,"Classic","C"
"1453","100","0.01","1","0","crd_ttest","LI","pct_only_matches",NA,"Classic","C"
"1454","100","0.01","1","0","crd_ttest","LI","pct_only_reservoir",NA,"Classic","C"
"1455","100","0.01","1","0","crd_ttest","LI","true_var_prop_diff",NA,"Classic","C"
"1456","100","0.01","1","0","efron_exact","LI","avg_max_std_diff_bal",0.806519890053331,"Exact","E"
"1457","100","0.01","1","0","efron_exact","LI","avg_max_ks_stat",0.165452320957173,"Exact","E"
"1458","100","0.01","1","0","efron_exact","LI","avg_beta_T",NA,"Exact","E"
"1459","100","0.01","1","0","efron_exact","LI","avg_abs_bias",NA,"Exact","E"
"1460","100","0.01","1","0","efron_exact","LI","std_err_beta_T",NA,"Exact","E"
"1461","100","0.01","1","0","efron_exact","LI","power",0.0465,"Exact","E"
"1462","100","0.01","1","0","efron_exact","LI","pct_trt_diff",0.00643000000000001,"Exact","E"
"1463","100","0.01","1","0","efron_exact","LI","res_end_prop_avg",NA,"Exact","E"
"1464","100","0.01","1","0","efron_exact","LI","ssqr_over_sum",NA,"Exact","E"
"1465","100","0.01","1","0","efron_exact","LI","ssqr_eq_ssqd_pval",NA,"Exact","E"
"1466","100","0.01","1","0","efron_exact","LI","match_corr",NA,"Exact","E"
"1467","100","0.01","1","0","efron_exact","LI","corr_eq_zero_pval",NA,"Exact","E"
"1468","100","0.01","1","0","efron_exact","LI","pct_only_matches",NA,"Exact","E"
"1469","100","0.01","1","0","efron_exact","LI","pct_only_reservoir",NA,"Exact","E"
"1470","100","0.01","1","0","efron_exact","LI","true_var_prop_diff",NA,"Exact","E"
"1471","100","0.01","1","0","efron_lin","LI","avg_max_std_diff_bal",0.792071504420915,"Linear","E"
"1472","100","0.01","1","0","efron_lin","LI","avg_max_ks_stat",0.1644415697503,"Linear","E"
"1473","100","0.01","1","0","efron_lin","LI","avg_beta_T",0.00176787175289421,"Linear","E"
"1474","100","0.01","1","0","efron_lin","LI","avg_abs_bias",0.276368892438791,"Linear","E"
"1475","100","0.01","1","0","efron_lin","LI","std_err_beta_T",0.34506828576537,"Linear","E"
"1476","100","0.01","1","0","efron_lin","LI","power",0.0465,"Linear","E"
"1477","100","0.01","1","0","efron_lin","LI","pct_trt_diff",0.00677500000000001,"Linear","E"
"1478","100","0.01","1","0","efron_lin","LI","res_end_prop_avg",NA,"Linear","E"
"1479","100","0.01","1","0","efron_lin","LI","ssqr_over_sum",NA,"Linear","E"
"1480","100","0.01","1","0","efron_lin","LI","ssqr_eq_ssqd_pval",NA,"Linear","E"
"1481","100","0.01","1","0","efron_lin","LI","match_corr",NA,"Linear","E"
"1482","100","0.01","1","0","efron_lin","LI","corr_eq_zero_pval",NA,"Linear","E"
"1483","100","0.01","1","0","efron_lin","LI","pct_only_matches",NA,"Linear","E"
"1484","100","0.01","1","0","efron_lin","LI","pct_only_reservoir",NA,"Linear","E"
"1485","100","0.01","1","0","efron_lin","LI","true_var_prop_diff",NA,"Linear","E"
"1486","100","0.01","1","0","efron_ttest","LI","avg_max_std_diff_bal",0.819097582202958,"Classic","E"
"1487","100","0.01","1","0","efron_ttest","LI","avg_max_ks_stat",0.165821426437082,"Classic","E"
"1488","100","0.01","1","0","efron_ttest","LI","avg_beta_T",0.0049127873339741,"Classic","E"
"1489","100","0.01","1","0","efron_ttest","LI","avg_abs_bias",0.533211424955174,"Classic","E"
"1490","100","0.01","1","0","efron_ttest","LI","std_err_beta_T",0.669196291811609,"Classic","E"
"1491","100","0.01","1","0","efron_ttest","LI","power",0.0545,"Classic","E"
"1492","100","0.01","1","0","efron_ttest","LI","pct_trt_diff",0.00671000000000001,"Classic","E"
"1493","100","0.01","1","0","efron_ttest","LI","res_end_prop_avg",NA,"Classic","E"
"1494","100","0.01","1","0","efron_ttest","LI","ssqr_over_sum",NA,"Classic","E"
"1495","100","0.01","1","0","efron_ttest","LI","ssqr_eq_ssqd_pval",NA,"Classic","E"
"1496","100","0.01","1","0","efron_ttest","LI","match_corr",NA,"Classic","E"
"1497","100","0.01","1","0","efron_ttest","LI","corr_eq_zero_pval",NA,"Classic","E"
"1498","100","0.01","1","0","efron_ttest","LI","pct_only_matches",NA,"Classic","E"
"1499","100","0.01","1","0","efron_ttest","LI","pct_only_reservoir",NA,"Classic","E"
"1500","100","0.01","1","0","efron_ttest","LI","true_var_prop_diff",NA,"Classic","E"
"1501","100","0.01","1","0","post_match_crd_kk","LI","avg_max_std_diff_bal",0.816375635925637,"Classic","CPM"
"1502","100","0.01","1","0","post_match_crd_kk","LI","avg_max_ks_stat",0.165338625723147,"Classic","CPM"
"1503","100","0.01","1","0","post_match_crd_kk","LI","avg_beta_T",-0.00601955051011784,"Classic","CPM"
"1504","100","0.01","1","0","post_match_crd_kk","LI","avg_abs_bias",0.532702816708822,"Classic","CPM"
"1505","100","0.01","1","0","post_match_crd_kk","LI","std_err_beta_T",0.670937202988963,"Classic","CPM"
"1506","100","0.01","1","0","post_match_crd_kk","LI","power",0.066,"Classic","CPM"
"1507","100","0.01","1","0","post_match_crd_kk","LI","pct_trt_diff",0.03996,"Classic","CPM"
"1508","100","0.01","1","0","post_match_crd_kk","LI","res_end_prop_avg",NA,"Classic","CPM"
"1509","100","0.01","1","0","post_match_crd_kk","LI","ssqr_over_sum",NA,"Classic","CPM"
"1510","100","0.01","1","0","post_match_crd_kk","LI","ssqr_eq_ssqd_pval",NA,"Classic","CPM"
"1511","100","0.01","1","0","post_match_crd_kk","LI","match_corr",NA,"Classic","CPM"
"1512","100","0.01","1","0","post_match_crd_kk","LI","corr_eq_zero_pval",NA,"Classic","CPM"
"1513","100","0.01","1","0","post_match_crd_kk","LI","pct_only_matches",NA,"Classic","CPM"
"1514","100","0.01","1","0","post_match_crd_kk","LI","pct_only_reservoir",NA,"Classic","CPM"
"1515","100","0.01","1","0","post_match_crd_kk","LI","true_var_prop_diff",NA,"Classic","CPM"
"1516","100","0.01","1","0","post_match_crd_kk_exact","LI","avg_max_std_diff_bal",0.813671664170844,"Exact","CPM"
"1517","100","0.01","1","0","post_match_crd_kk_exact","LI","avg_max_ks_stat",0.166848784676801,"Exact","CPM"
"1518","100","0.01","1","0","post_match_crd_kk_exact","LI","avg_beta_T",NA,"Exact","CPM"
"1519","100","0.01","1","0","post_match_crd_kk_exact","LI","avg_abs_bias",NA,"Exact","CPM"
"1520","100","0.01","1","0","post_match_crd_kk_exact","LI","std_err_beta_T",NA,"Exact","CPM"
"1521","100","0.01","1","0","post_match_crd_kk_exact","LI","power",0.0733333333333333,"Exact","CPM"
"1522","100","0.01","1","0","post_match_crd_kk_exact","LI","pct_trt_diff",0.03935,"Exact","CPM"
"1523","100","0.01","1","0","post_match_crd_kk_exact","LI","res_end_prop_avg",NA,"Exact","CPM"
"1524","100","0.01","1","0","post_match_crd_kk_exact","LI","ssqr_over_sum",NA,"Exact","CPM"
"1525","100","0.01","1","0","post_match_crd_kk_exact","LI","ssqr_eq_ssqd_pval",NA,"Exact","CPM"
